Section,System,Location,Component,Material,Condition,Comment
Exterior Grounds,Patio,Null,Patio Surface,Tile,Acceptable,Edge trim and transitions are properly installed and secure.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Monitor,Minor grout line deterioration; monitor and reseal as needed.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Monitor,Patio Surface showing expected wear for age; monitor condition regularly.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Monitor,Monitor for base settlement affecting tile stability.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Monitor,Minor efflorescence or mineral deposits; monitor and clean as needed.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Monitor,Monitor for freeze-thaw damage in cold climates.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Repair/Replace,Edge trim damage or lifting needs professional repair.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Repair/Replace,Significant damage necessitates professional repair or replacement.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Repair/Replace,Replace tiles with appropriate freeze-thaw resistant material.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Safety Hazard,Uneven tile surface violates IRC R311.7.8 trip hazard standards.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Safety Hazard,Edge lifting or displacement blocking safe passage.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Safety Hazard,Immediate professional repair required for structural tile issues.
Exterior Grounds,Patio,Null,Patio Surface,Tile,Access Restricted,Safety concerns prevented close inspection of tile surface.
Exterior Grounds,Gates,Null,Gate,Steel,Acceptable,Gate design provides maximum deterrent effect while maintaining functionality.
Exterior Grounds,Gates,Null,Gate,Steel,Acceptable,All welds meet structural requirements with proper penetration and finish.
Exterior Grounds,Gates,Null,Gate,Steel,Acceptable,Steel gate frame structurally sound with excellent strength characteristics.
Exterior Grounds,Gates,Null,Gate,Steel,Acceptable,No signs of metal fatigue or stress concentration at critical joints.
Exterior Grounds,Gates,Null,Gate,Steel,Acceptable,Gate swing characteristics appropriate for heavy-duty security application.
Exterior Grounds,Gates,Null,Gate,Steel,Monitor,Heavy hardware showing wear; monitor lubrication and adjustment requirements.
Exterior Grounds,Gates,Null,Gate,Steel,Monitor,Latch mechanism requires increased force; monitor operation and maintenance.
Exterior Grounds,Gates,Null,Gate,Steel,Monitor,Slight deflection under load; monitor structural performance and safety factors.
Exterior Grounds,Gates,Null,Gate,Steel,Monitor,Minor surface rust developing; monitor coating condition and maintenance schedule.
Exterior Grounds,Gates,Null,Gate,Steel,Monitor,Early stage steel deterioration observed; monitor and document changes.
Exterior Grounds,Gates,Null,Gate,Steel,Repair/Replace,Safety-critical defect requires urgent corrective action.
Exterior Grounds,Gates,Null,Gate,Steel,Repair/Replace,Weld failure at critical load-bearing connections requires professional repair.
Exterior Grounds,Gates,Null,Gate,Steel,Repair/Replace,Structural deformation under load requires professional engineering evaluation.
Exterior Grounds,Gates,Null,Gate,Steel,Safety Hazard,Corrosion products and sharp metal fragments present health hazards.
Exterior Grounds,Gates,Null,Gate,Steel,Safety Hazard,Broken components create severe entrapment hazards requiring emergency response.
Exterior Grounds,Gates,Null,Gate,Steel,Safety Hazard,Immediate professional intervention required; area must be secured.
Exterior Grounds,Gates,Null,Gate,Steel,Access Restricted,Safety protocols restrict access to heavy gate area for detailed assessment.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Acceptable,Post installation secure with adequate foundation depth and stability.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Acceptable,Surface finish uniform with no rust bleeding or staining.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Acceptable,All welds and joints sound with no cracking or separation visible.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Acceptable,Gate height and design meet security and aesthetic requirements.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Acceptable,Paint or powder coating intact providing corrosion protection per NAAMM standards.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Monitor,Gate operation requires increased effort; monitor mechanical components.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Monitor,Minor surface rust spots developing; monitor coating condition and maintenance needs.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Monitor,Minor post settlement observed; monitor alignment and stability over time.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Monitor,Gate alignment slightly off; monitor hinge wear and post movement.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Monitor,Latch operation becoming stiff; monitor mechanism and lubrication needs.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Repair/Replace,Gate failure requires immediate repair to restore function.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Repair/Replace,Hardware corrosion extensive; complete hardware system replacement required.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Repair/Replace,Metal fatigue cracking requires immediate professional evaluation and repair.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Safety Hazard,Hardware failure imminent; gate may fall causing serious injury.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Safety Hazard,Gate cannot be secured compromising property security perimeter.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Safety Hazard,Sharp broken metal pieces create puncture and laceration hazards.
Exterior Grounds,Gates,Null,Gate,Wrought Iron,Access Restricted,Gate locked preventing operational testing and security assessment.
Exterior Grounds,Gates,Null,Gate,Composite,Acceptable,Color retention excellent with minimal fading from UV exposure.
Exterior Grounds,Gates,Null,Gate,Composite,Acceptable,Material shows excellent weather resistance and durability.
Exterior Grounds,Gates,Null,Gate,Composite,Acceptable,Installation meets manufacturer specifications for wind resistance.
Exterior Grounds,Gates,Null,Gate,Composite,Acceptable,Post installation secure with adequate foundation and support.
Exterior Grounds,Gates,Null,Gate,Composite,Acceptable,Composite gate material shows no warping or dimensional instability.
Exterior Grounds,Gates,Null,Gate,Composite,Monitor,Small surface scratches developing; monitor for expansion and depth.
Exterior Grounds,Gates,Null,Gate,Composite,Monitor,Post showing minor movement; monitor foundation stability.
Exterior Grounds,Gates,Null,Gate,Composite,Monitor,Gate operation requires slightly increased force; monitor mechanical components.
Exterior Grounds,Gates,Null,Gate,Composite,Monitor,Gate alignment slightly off; monitor hinge adjustment and post stability.
Exterior Grounds,Gates,Null,Gate,Composite,Monitor,Latch operation becoming stiff; monitor mechanism and adjustment needs.
Exterior Grounds,Gates,Null,Gate,Composite,Repair/Replace,Latch mechanism incompatible; upgrade required for proper operation.
Exterior Grounds,Gates,Null,Gate,Composite,Repair/Replace,Significant warping or bowing requires panel replacement or reinforcement.
Exterior Grounds,Gates,Null,Gate,Composite,Repair/Replace,Gate no longer meets security or aesthetic standards; replacement recommended.
Exterior Grounds,Gates,Null,Gate,Composite,Safety Hazard,Immediate professional assessment required before any gate operation.
Exterior Grounds,Gates,Null,Gate,Composite,Safety Hazard,Area restriction recommended until hazardous conditions are corrected.
Exterior Grounds,Gates,Null,Gate,Composite,Safety Hazard,Chemical degradation products may present health hazards.
Exterior Grounds,Gates,Null,Gate,Composite,Access Restricted,Warranty considerations limit invasive inspection methods.
Exterior Grounds,Gates,Null,Gate,Aluminum,Acceptable,All welds and joints sound with no cracking or heat-affected zones.
Exterior Grounds,Gates,Null,Gate,Aluminum,Acceptable,Gate weight appropriate for hardware capacity and operation ease.
Exterior Grounds,Gates,Null,Gate,Aluminum,Acceptable,Gate provides excellent strength-to-weight ratio for residential application.
Exterior Grounds,Gates,Null,Gate,Aluminum,Acceptable,Hardware including hinges and latches operate smoothly without binding.
Exterior Grounds,Gates,Null,Gate,Aluminum,Acceptable,Post installation secure with proper foundation and wind resistance.
Exterior Grounds,Gates,Null,Gate,Aluminum,Monitor,Minor oxidation spots developing; monitor finish condition and protection.
Exterior Grounds,Gates,Null,Gate,Aluminum,Monitor,Paint or coating showing early wear; monitor for aluminum exposure.
Exterior Grounds,Gates,Null,Gate,Aluminum,Monitor,Slight hardware loosening noted; monitor fastener tightness and condition.
Exterior Grounds,Gates,Null,Gate,Aluminum,Monitor,Minor wear or aging noted; monitor for progression over time.
Exterior Grounds,Gates,Null,Gate,Aluminum,Monitor,Monitor manufacturer warranty conditions and maintenance requirements.
Exterior Grounds,Gates,Null,Gate,Aluminum,Repair/Replace,Significant corrosion or pitting requires affected section replacement.
Exterior Grounds,Gates,Null,Gate,Aluminum,Repair/Replace,Multiple component failures require comprehensive gate system replacement.
Exterior Grounds,Gates,Null,Gate,Aluminum,Repair/Replace,Gate failure requires immediate repair to restore function.
Exterior Grounds,Gates,Null,Gate,Aluminum,Safety Hazard,Gate cannot support design loads; immediate support or removal required.
Exterior Grounds,Gates,Null,Gate,Aluminum,Safety Hazard,Gate operation unsafe due to binding or unexpected movement patterns.
Exterior Grounds,Gates,Null,Gate,Aluminum,Safety Hazard,Structural failure imminent; gate may collapse causing serious injury.
Exterior Grounds,Gates,Null,Gate,Aluminum,Access Restricted,Electrical hazards near gate prevent safe inspection approach.
Exterior Grounds,Gates,Null,Gate,Chain Link,Acceptable,Hardware including hinges and latches operate smoothly without binding.
Exterior Grounds,Gates,Null,Gate,Chain Link,Acceptable,Latch mechanism provides secure closure meeting security standards.
Exterior Grounds,Gates,Null,Gate,Chain Link,Acceptable,Gate swing clearance adequate for intended access requirements.
Exterior Grounds,Gates,Null,Gate,Chain Link,Acceptable,All fasteners and hardware show proper galvanized finish protection.
Exterior Grounds,Gates,Null,Gate,Chain Link,Acceptable,Gate height meets security and privacy requirements for property use.
Exterior Grounds,Gates,Null,Gate,Chain Link,Monitor,Coating wear at high-contact areas; monitor for rust development.
Exterior Grounds,Gates,Null,Gate,Chain Link,Monitor,Tension bands showing stress; monitor fabric support system integrity.
Exterior Grounds,Gates,Null,Gate,Chain Link,Monitor,Minor wear or aging noted; monitor for progression over time.
Exterior Grounds,Gates,Null,Gate,Chain Link,Monitor,Minor post movement noted; monitor foundation stability and alignment.
Exterior Grounds,Gates,Null,Gate,Chain Link,Monitor,Minor surface rust developing on frame; monitor coating deterioration.
Exterior Grounds,Gates,Null,Gate,Chain Link,Repair/Replace,Latch mechanism broken or missing; replacement required per IRC standards.
Exterior Grounds,Gates,Null,Gate,Chain Link,Repair/Replace,Tension system failure requires fabric retensioning or replacement.
Exterior Grounds,Gates,Null,Gate,Chain Link,Repair/Replace,Post lean or instability requires foundation repair or replacement.
Exterior Grounds,Gates,Null,Gate,Chain Link,Safety Hazard,Gate blocks emergency egress route violating fire safety codes.
Exterior Grounds,Gates,Null,Gate,Chain Link,Safety Hazard,Area cordoning recommended until hazardous conditions are corrected.
Exterior Grounds,Gates,Null,Gate,Chain Link,Safety Hazard,Fabric entanglement hazard for children or pets requires immediate repair.
Exterior Grounds,Gates,Null,Gate,Chain Link,Access Restricted,Gate locked preventing operational testing and security assessment.
Exterior Grounds,Sidewalks,Null,Sidewalk,Concrete,Acceptable,Expansion joints are intact and sidewalk drains properly.
Exterior Grounds,Sidewalks,Null,Sidewalk,Concrete,Acceptable,Sidewalk alignment directs water away from adjacent structures per IRC R401.3.
